RecordID,CustomerID,City,Lat Long,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Churn Reason
1960,8402-OOOHJ,Buena Park,"33.845706, -118.012204",Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,5918,Unknown
1961,9445-ZUEQE,Buena Park,"33.874224, -117.993368",Male,No,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,0,3796,Unknown
1962,1091-SOZGA,La Palma,"33.850504, -118.039892",Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,4606,Unknown
1963,2928-HLDBA,Cypress,"33.818477, -118.038307",Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0,5346,Unknown
1964,6497-TILVL,La Mirada,"33.902045, -118.008961",Female,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0,3097,Unknown
1965,7219-TLZHO,Montebello,"34.015217, -118.109962",Female,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,3172,Unknown
1966,4622-YNKIJ,Norwalk,"33.905963, -118.08263",Male,No,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,5087,Unknown
1967,6734-PSBAW,Santa Fe Springs,"33.933565, -118.062611",Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,5901,Unknown
1968,3930-ZGWVE,Stanton,"33.801869, -117.995068",Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,2484,Unknown
1969,2639-UGMAZ,Artesia,"33.867593, -118.080637",Male,Yes,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,5372,Unknown
1970,2876-GZYZC,Cerritos,"33.8681, -118.067402",Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,5886,Unknown
1971,8587-XYZSF,Bellflower,"33.887676, -118.127289",Male,No,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,6064,Unknown
1972,7799-LGRDP,Lakewood,"33.847755, -118.112532",Female,No,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,2017,Unknown
1973,7850-VWJUU,Lakewood,"33.841027, -118.078097",Female,No,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,2221,Unknown
1974,3774-VBNXY,Hawaiian Gardens,"33.830431, -118.074071",Female,No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,4557,Unknown
1975,6217-KDYWC,Lomita,"33.794209, -118.317354",Male,No,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,4393,Unknown
1976,3146-MSEGF,Paramount,"33.897122, -118.164432",Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,6102,Unknown
1977,1095-WGNGG,San Pedro,"33.744119, -118.31448",Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,6311,Unknown
1978,2636-SJDOU,Seal Beach,"33.75462, -118.071128",Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,5044,Unknown
1979,1131-QQZEB,Sunset Beach,"33.719221, -118.073596",Male,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,4329,Unknown
1980,5716-EZXZN,Surfside,"33.728273, -118.085304",Female,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,5878,Unknown
1981,6837-BJYDQ,Wilmington,"33.782068, -118.262263",Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,2543,Unknown
1982,6440-DKQGE,Carson,"33.859171, -118.252272",Male,No,No,No,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,4320,Unknown
1983,3466-BYAVD,Long Beach,"33.752524, -118.210737",Male,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,3128,Unknown
1984,3780-YVMFA,Long Beach,"33.760458, -118.129725",Female,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,3123,Unknown
1985,1679-JRFBR,Long Beach,"33.864622, -118.179626",Female,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,5192,Unknown
1986,9073-ZZIAY,Long Beach,"33.802664, -118.179971",Male,No,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,5769,Unknown
1987,3077-RSNTJ,Long Beach,"33.830099, -118.182239",Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,4293,Unknown
1988,6551-GNYDG,Long Beach,"33.823943, -118.111335",Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,2563,Unknown
1989,9167-APMXZ,Long Beach,"33.819814, -118.222416",Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,3549,Unknown
1990,2749-CTKAJ,Long Beach,"33.781086, -118.199049",Male,No,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,2173,Unknown
1991,6371-NZYEG,Long Beach,"33.771612, -118.143866",Male,No,Yes,No,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024,0,5511,Unknown
1992,7554-NEWDD,Long Beach,"33.797638, -118.11662",Male,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,3611,Unknown
1993,8992-VONJD,Long Beach,"33.778436, -118.118648",Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,5156,Unknown
1994,4482-EWFMI,Arcadia,"34.137319, -118.029837",Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,3056,Unknown
1995,4648-YPBTM,Arcadia,"34.128284, -118.047732",Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,5644,Unknown
1996,2907-ILJBN,Duarte,"34.145695, -117.95982",Female,No,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,4047,Unknown
1997,6345-FZOQH,La Canada Flintridge,"34.234912, -118.153729",Male,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,5570,Unknown
1998,5997-OPVFA,Montrose,"34.2112, -118.230625",Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,6212,Unknown
1999,1159-WFSGR,South Pasadena,"34.110444, -118.156957",Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,3990,Unknown
2000,7654-YWJUF,Sunland,"34.282704, -118.312929",Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,4382,Unknown
2001,6727-IOTLZ,Pasadena,"34.146635, -118.139225",Male,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,2564,Unknown
2002,5918-VUKWP,Pasadena,"34.165383, -118.123752",Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,5358,Unknown
2003,1744-JHKYS,Pasadena,"34.13946, -118.166649",Female,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,3421,Unknown
2004,5947-SGKCL,San Marino,"34.122671, -118.112911",Female,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,2721,Unknown
2005,3712-PKXZA,Glendale,"34.17051, -118.289463",Male,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252,0,5110,Unknown
2006,6582-OIVSP,Glendale,"34.153338, -118.262974",Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0,3575,Unknown
2007,5524-KHNJP,Glendale,"34.13658, -118.245839",Male,No,Yes,No,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,5344,Unknown
2008,4827-USJHP,Glendale,"34.195386, -118.238508",Male,No,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0,2764,Unknown
2009,8167-GJLRN,La Crescenta,"34.239636, -118.245259",Male,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0,3108,Unknown
2010,0956-SYCWG,Agoura Hills,"34.129058, -118.759788",Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0,2024,Unknown
2011,8017-UVSZU,Calabasas,"34.130861, -118.68346",Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,3359,Unknown
2012,7100-FQPRV,Canoga Park,"34.19829, -118.602203",Male,No,Yes,No,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,0,4106,Unknown
2013,2984-RGEYA,Winnetka,"34.209532, -118.577563",Female,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,0,5325,Unknown
2014,9680-NIAUV,West Hills,"34.199787, -118.68493",Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,0,5945,Unknown
2015,2146-EGVDT,Chatsworth,"34.294142, -118.603883",Male,No,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,0,4149,Unknown
2016,2604-IJPDU,Encino,"34.150354, -118.518292",Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,0,4382,Unknown
2017,9178-JHUVJ,Newbury Park,"34.172071, -118.946262",Male,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,4634,Unknown
2018,6168-YBYNP,Newhall,"34.370378, -118.504118",Male,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,0,6047,Unknown
2019,7255-SSFBC,Northridge,"34.238208, -118.55029",Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,0,4099,Unknown
2020,3645-DEYGF,Northridge,"34.236683, -118.517588",Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,0,3358,Unknown
2021,9323-HGFWY,Porter Ranch,"34.281911, -118.556218",Female,No,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,0,3795,Unknown
2022,8544-GOQSH,Pacoima,"34.255442, -118.421314",Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,0,4400,Unknown
2023,3363-DTIVD,Reseda,"34.200175, -118.540958",Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,0,5010,Unknown
2024,7018-WBJNK,San Fernando,"34.286131, -118.435969",Male,No,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,0,5566,Unknown
2025,9142-KZXOP,Sylmar,"34.321621, -118.399841",Male,No,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,0,2053,Unknown
2026,7674-YTAFD,North Hills,"34.238802, -118.482296",Female,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,0,3118,Unknown
2027,6348-SNFUS,Granada Hills,"34.291273, -118.505104",Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,0,4556,Unknown
2028,1347-KTTTA,Canyon Country,"34.422519, -118.420717",Male,No,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,0,6398,Unknown
2029,4195-NZGTA,Valencia,"34.457005, -118.573726",Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,0,5858,Unknown
2030,7157-SMCFK,Valencia,"34.43987, -118.644609",Male,No,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,0,5411,Unknown
2031,4709-LKHYG,Tarzana,"34.157137, -118.548511",Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,0,3800,Unknown
2032,2504-DSHIH,Thousand Oaks,"34.214054, -118.88109",Male,Yes,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,0,5788,Unknown
2033,0699-NDKJM,Westlake Village,"34.130992, -118.894673",Female,No,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,0,4115,Unknown
2034,9286-BHDQG,Thousand Oaks,"34.191842, -118.822796",Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,0,5041,Unknown
2035,0230-WEQUW,Woodland Hills,"34.153733, -118.593408",Male,No,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,0,5500,Unknown
2036,2040-LDIWQ,Woodland Hills,"34.178068, -118.615714",Male,No,Yes,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,0,5256,Unknown
2037,6496-JDSSB,Oak Park,"34.19225, -118.776874",Female,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,0,2165,Unknown
2038,4443-EMBNA,Castaic,"34.506627, -118.699048",Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,0,4642,Unknown
2039,6469-MRVET,Van Nuys,"34.178483, -118.431791",Male,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,0,4160,Unknown
2040,5961-VUSRV,Sherman Oaks,"34.147149, -118.463365",Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,0,4451,Unknown
2041,6778-JFCMK,Van Nuys,"34.202494, -118.448048",Male,No,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,0,4806,Unknown
2042,6341-JVQGF,Van Nuys,"34.195685, -118.490752",Female,No,Yes,No,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,0,5643,Unknown
2043,4811-JBUVU,Sherman Oaks,"34.146957, -118.432138",Male,No,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,0,3233,Unknown
2044,0945-TSONX,Encino,"34.152875, -118.486056",Female,No,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,0,5698,Unknown
2045,2651-ZCBXV,Burbank,"34.188339, -118.300942",Male,No,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,0,6370,Unknown
2046,3316-UWXUY,Burbank,"34.177267, -118.31003",Male,No,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,0,6367,Unknown
2047,7083-MIOPC,Burbank,"34.174215, -118.345928",Female,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.9,0,5733,Unknown
2048,1984-GPTEH,Burbank,"34.169706, -118.323548",Female,No,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702,0,5491,Unknown
2049,0621-JFHOL,North Hollywood,"34.15136, -118.364786",Female,No,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,0,3180,Unknown
2050,9903-LYSAB,Studio City,"34.139082, -118.39275",Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,0,4283,Unknown
2051,9227-UAQFT,North Hollywood,"34.187599, -118.387125",Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,284.35,0,4272,Unknown
2052,7301-ABVAD,Valley Village,"34.165783, -118.399795",Female,No,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,0,4530,Unknown
2053,6614-FHDBO,Rancho Cucamonga,"34.132275, -117.611478",Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,0,4551,Unknown
2054,7576-ASEJU,Azusa,"34.174493, -117.87068",Female,No,Yes,No,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,0,5246,Unknown
2055,9058-HRZSV,Baldwin Park,"34.098275, -117.967399",Female,Yes,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,0,5348,Unknown
2056,4522-AKYLR,Chino Hills,"33.942895, -117.725644",Female,Yes,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,0,5557,Unknown
2057,0221-WMXNQ,Chino,"33.990646, -117.663025",Male,Yes,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,0,4033,Unknown
2058,0303-UNCIP,Claremont,"34.127621, -117.717863",Male,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.8,0,5043,Unknown
2059,0959-WHOKV,Covina,"34.08111, -117.853935",Male,No,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,0,2887,Unknown
2060,4075-JFPGR,Rancho Cucamonga,"34.10097, -117.57882",Female,No,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,0,5561,Unknown
2061,3282-ZISZV,South El Monte,"34.04622, -118.053753",Male,No,No,No,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,0,3945,Unknown
2062,3675-YDUPJ,Rancho Cucamonga,"34.245289, -117.642503",Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,193.05,0,3768,Unknown
2063,4111-BNXIF,Rancho Cucamonga,"34.133809, -117.523724",Female,No,Yes,No,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,0,4478,Unknown
2064,7017-VFHAY,Glendora,"34.119363, -117.855059",Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,0,6090,Unknown
2065,6655-LHBYW,Glendora,"34.14649, -117.849815",Male,No,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,0,5068,Unknown
2066,5046-NUHWD,Hacienda Heights,"33.998471, -117.973758",Female,Yes,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.65,0,3094,Unknown
2067,7529-ZDFXI,La Verne,"34.144703, -117.770299",Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,0,4429,Unknown
2068,7605-BDWDC,Mira Loma,"33.999992, -117.535395",Female,No,No,No,31,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1520.1,0,2539,Unknown
2069,1950-KSVVJ,Monterey Park,"34.050322, -118.147037",Female,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,0,4885,Unknown
2070,0123-CRBRT,Monterey Park,"34.049172, -118.115022",Female,No,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,0,5152,Unknown
2071,6292-TOSSS,Mt Baldy,"34.231318, -117.662032",Male,No,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,0,4297,Unknown
2072,3197-ARFOY,Ontario,"34.035602, -117.591528",Female,Yes,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,0,3524,Unknown
2073,7014-ZZXAW,Montclair,"34.072121, -117.698319",Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.25,1732.95,0,5409,Unknown
2074,7633-MVPUY,Diamond Bar,"33.992416, -117.807874",Male,No,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,3450.15,0,4012,Unknown
2075,4716-HHKQH,Pomona,"34.083086, -117.737997",Male,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,0,5328,Unknown
2076,3179-GBRWV,San Gabriel,"34.114772, -118.089431",Male,Yes,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,0,4604,Unknown
2077,8645-KWHJO,San Gabriel,"34.089927, -118.095645",Male,No,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,771.95,0,4900,Unknown
2078,4130-MZLCC,Temple City,"34.101608, -118.055848",Female,No,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,244.75,0,2739,Unknown
2079,0314-TKOSI,Upland,"34.141146, -117.655583",Female,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,0,5377,Unknown
2080,8229-MYEJZ,Upland,"34.105493, -117.660934",Female,No,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,0,5765,Unknown
2081,2080-SRCDE,Walnut,"34.018354, -117.85492",Female,No,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.4,25.4,0,4556,Unknown
2082,9577-WJVCQ,West Covina,"34.066964, -117.937007",Female,No,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,0,5310,Unknown
2083,6202-DYYFX,West Covina,"34.024405, -117.898722",Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.6,0,2031,Unknown
2084,3808-HFKDE,Alhambra,"34.090925, -118.128164",Female,No,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,927.15,0,3460,Unknown
